name,url,image
Peanut Butter-Banana Spirals,http://www.delish.com/cooking/recipe-ideas/recipes/a17523/peanut-butter-banana-spirals-recipe-clv0911/,https://www.edamam.com/web-img/b8d/b8d8c897411765fcb19a94dd15008a3b.jpg
Chocolate-Peanut Butter Cupcakes II,https://www.menshealth.com/recipes/chocolate-peanut-butter-cupcakes-ii,https://www.edamam.com/web-img/a09/a09aa48a16d4b20ce84979798c29a521.jpg
Gluten-Free Chocolate Cookies With Peanut Butter Chips Recipe,http://www.seriouseats.com/recipes/2014/06/gluten-free-chocolate-cookies-with-peanut-butter-chips-recipe.html,https://www.edamam.com/web-img/637/637c1187d4f11990964f3ffcba119102.jpg
Peanut Butter Pie recipes,http://www.myrecipes.com/recipe/peanut-butter-pie-0,https://www.edamam.com/web-img/357/357d69501092c34a3028d2caf2d60757
Gluten-Free Peanut Butter and Jelly Cookies,http://www.thedailymeal.com/recipes/gluten-free-peanut-butter-and-jelly-cookies-recipe,https://www.edamam.com/web-img/3dd/3dd93b215369f69e74102c9707f17a26.jpg
Peanut Butter Cookies,http://www.myrecipes.com/recipe/peanut-butter-cookies-1,https://www.edamam.com/web-img/7ee/7ee3a328e140b20b809861fd81a6cf67.jpg
"The Elvis Presley Peanut Butter, Banana, and Bacon Sandwich Recipe",http://www.thedailymeal.com/elvis-presley-peanut-butter-banana-and-bacon-sandwich-recipe,https://www.edamam.com/web-img/1af/1af744ef4c8af13e35793fcf731fd172.jpg
Peanut Butter Ice Cream Sandwiches,http://www.myrecipes.com/recipe/peanut-butter-ice-cream-sandwiches,https://www.edamam.com/web-img/eb0/eb0e74976f276bdcbbd08c200f8a5740.jpg
Peanut Butter Cookie Moon Pies,http://www.delish.com/cooking/recipe-ideas/recipes/a22030/peanut-butter-cookie-moon-pies-recipe-fw1113/,https://www.edamam.com/web-img/ea7/ea71f73a2803c31ce2497bfc15a3ba86.jpg
Family-Favorite Peanut Butter Cake recipes,http://www.thedailymeal.com/family-favorite-peanut-butter-cake,https://www.edamam.com/web-img/5d1/5d177664df53c2aa22b4382bc446c4a6
Apple-Pear Crisp with Peanut Butter,http://www.delish.com/cooking/recipe-ideas/recipes/a36146/apple-pear-crisp-peanut-butter-recipe-ghk0214/,https://www.edamam.com/web-img/520/520bb1c2a8ec68eb9f92ead9e9d10b40.jpg
Crunchy Peanut Butter Bulgur with Berries,http://www.myrecipes.com/recipe/peanut-butter-bulgur-berries,https://www.edamam.com/web-img/c2f/c2f17fdd34162780d40b55fc3483f8be.jpg
Gluten-Free Double Chocolate Peanut Butter Chunk Cookie,http://www.thedailymeal.com/recipes/gluten-free-double-chocolate-peanut-butter-chunk-cookie-recipe,https://www.edamam.com/web-img/267/267623671a1fdc8b5e633f62a05218ea.jpg
Frozen Peanut Butter Pie recipes,http://www.myrecipes.com/recipe/frozen-peanut-butter-pie-0,https://www.edamam.com/web-img/e5f/e5f9408ded2e80cb16254892330b4f20
Peanut Butter Rice Krispie Treats recipes,http://www.myrecipes.com/recipe/peanut-butter-rice-krispie-treats,https://www.edamam.com/web-img/43b/43bc23f82ced944e25848536c4378d61
Peanut Butter and Dark Chocolate Fudge recipes,http://www.myrecipes.com/recipe/peanut-butter-dark-chocolate-fudge,https://www.edamam.com/web-img/d0a/d0ac5205fe2407cf85258e29a791071e
Greens With Spicy Peanut Sauce,http://www.myrecipes.com/recipe/greens-with-spicy-peanut-sauce,https://www.edamam.com/web-img/807/80722b6d3f7a072bd886d7f9ad1b8ebb.jpg
Peanut Butter and Banana Pancakes,http://www.myrecipes.com/recipe/peanut-butter-banana-pancakes,https://www.edamam.com/web-img/c60/c60734809829091f0d17bbde68da9a60.jpg
"Peanut Butter, Banana, and Flax Smoothies recipes",http://www.myrecipes.com/recipe/peanut-butter-banana-smoothies,https://www.edamam.com/web-img/dd2/dd252537bbc42b4e75819323955c06d3
Peanut and Squash Soup recipes,http://www.myrecipes.com/recipe/peanut-squash-soup-0,https://www.edamam.com/web-img/800/8009b078f2433b57d4a4eff716749061
Gluten-Free Cheerios™ Maple Syrup Balls,http://www.myrecipes.com/recipe/cheerios-maple-syrup-balls,https://www.edamam.com/web-img/db4/db4abb3cfa398cdb54eec33c341a21c6
Ooey-Gooey Peanut Butter-Chocolate Brownies recipes,http://www.myrecipes.com/recipe/ooey-gooey-peanut-butter-chocolate-brownies,https://www.edamam.com/web-img/a7a/a7aaf4aea6767888c5362cb6b637e053
West African Peanut Stew,http://www.myrecipes.com/recipe/west-african-peanut-stew,https://www.edamam.com/web-img/c55/c55dd4bb6b9013b6de19dc72a508d436.jpg
Peanut Butter And Jelly Roll-Ups,http://www.myrecipes.com/recipe/peanut-butter-jelly-roll-ups-10000001943268/,https://www.edamam.com/web-img/7e1/7e1c792ba064d5d4b39650dd71846b6f.jpg
Peanut Butter-Chocolate Meringue Sandwiches recipes,http://www.myrecipes.com/recipe/peanut-butter-chocolate-meringue-sandwiches,https://www.edamam.com/web-img/f4a/f4aecfd5a1dd751026c70ef06d002fc0
Sweet Potato-Peanut Soup,http://www.myrecipes.com/recipe/sweet-potato-peanut-soup-10000001810404/,https://www.edamam.com/web-img/c9f/c9f07798209db66706414f671c7cb1cd.jpg
Gluten-Free Cheerios™ and Peanut Butter Brownies,https://www.myrecipes.com/recipe/cheerios-peanut-butter-brownies,https://www.edamam.com/web-img/a09/a09ceda4d24da2559ac84b593c96c6a4
Peanut Butter and Jelly Muffins,http://www.myrecipes.com/recipe/peanut-butter-jelly-muffins,https://www.edamam.com/web-img/b81/b81416a90ad14b2f296b51742856908d.jpg
Spicy Peanut Chicken over Rice,http://www.myrecipes.com/recipe/spicy-peanut-chicken-over-rice,https://www.edamam.com/web-img/005/00570c4535c419b11cb1b5890a6c1a9c.jpg
Peanut Butter-and-Jelly Sandwich Cookies recipes,http://www.myrecipes.com/recipe/peanut-butter-and-jelly-sandwich-cookies,https://www.edamam.com/web-img/266/266a62641ae0f6e0f8c546eea1946579
Peanut Butter-Oat Bites with Sea Salt and Cinnamon recipes,http://www.foodandwine.com/recipes/peanut-butter-oat-bites-sea-salt-and-cinnamon,https://www.edamam.com/web-img/1ac/1ac181f57090a73621ca820db4724893
Peanut butter cookies,http://www.bbcgoodfood.com/recipes/peanut-butter-cookies,https://www.edamam.com/web-img/8db/8db598166e9d7a61ad2b8378a44c9698.jpg
Vegan Chocolate-Peanut Butter Pudding Cups,http://www.simplyrecipes.com/recipes/vegan_chocolate_peanut_butter_pudding_cups/,https://www.edamam.com/web-img/f63/f634cff3f723a01c1d182480a05a2853.jpg
Phoebe’s Peanut Butter Soba Noodles With Chicken,http://www.thenaptimechef.com/2014/06/phoebes-peanut-butter-soba-noodles-with-chicken/,https://www.edamam.com/web-img/543/54350755ea473a2ec44d8a41e7a0582d.jpg
Flourless Peanut Butter Cookies,https://food52.com/recipes/12550-flourless-peanut-butter-cookies,https://www.edamam.com/web-img/040/0406a397784945574e2b2f1bee657435.jpg
Healthy Peanut Butter Coconut Swirl Pancakes recipes,http://ohsheglows.com/2009/08/05/healthy-peanut-butter-coconut-swirl-pancakes/,https://www.edamam.com/web-img/63b/63b9de64f80c0285f9ef4adb12005175
Peanut Chicken and Sugar Snap Peas with Noodles,http://www.myrecipes.com/recipe/peanut-chicken-and-sugar-snap-peas-with-noodles,https://www.edamam.com/web-img/881/88169a16650306959947260b1f469e82.jpg
3-Ingredient Peanut Butter Cookies,https://www.epicurious.com/recipes/food/views/3-ingredient-peanut-butter-cookies,https://www.edamam.com/web-img/40e/40e50395facff8ca64ca5602149dac40.jpg
No bake peanut butter treats,http://honestcooking.com/no-bake-peanut-butter-treats/,https://www.edamam.com/web-img/2d6/2d6c3887b4c363bcf5504436dc919f7f.jpg
Peanut Butter Sandwich Cookies Recipe,http://www.thedailymeal.com/peanut-butter-sandwich-cookies-recipe,https://www.edamam.com/web-img/24b/24b20ff2223d0c0a548f9768263c41fd.jpg
Chicken and Noodles with Peanut Sauce recipes,http://www.myrecipes.com/recipe/chicken-noodles-with-peanut-sauce,https://www.edamam.com/web-img/d81/d818ae1953abd78778c18e941e60f335
Gluten-Dairy-Cane Sugar-Free Homemade Granola,http://www.joythebaker.com/blog/2010/11/gluten-dairy-sugar-free-homemade-granola/,https://www.edamam.com/web-img/e09/e09b8f58363ecea00f5098f0641d110f.jpg
Guilt Free Tofu Cocoa Mousse,https://food52.com/recipes/18566-guilt-free-tofu-cocoa-mousse,https://www.edamam.com/web-img/6e8/6e814d900f480ef8dd38409ddffe0f81.jpg
Honey-Roasted Peanut and Pretzel Caramel Corn Crunch,https://www.foodnetwork.com/recipes/honey-roasted-peanut-and-pretzel-caramel-corn-crunch-3415350,https://www.edamam.com/web-img/bef/bef14a7651311039ed5b62eb4717f05b.jpeg
Ginger-Peanut Chicken-Salad Wraps recipes,http://www.myrecipes.com/recipe/ginger-peanut-chicken-salad-wraps,https://www.edamam.com/web-img/168/1689bf91d7da4a88bd578e1d972e9996
Making Peanut Butter-Flavored Cocktails with Peanut Punch Recipe,http://www.seriouseats.com/recipes/2010/04/making-peanut-butter-flavored-cocktails-with-peanut-punch-recipe.html,https://www.edamam.com/web-img/bcf/bcfd4ae4370b95e76bd56cc5b3491a99.jpg
Gluten-Free Banana Cookies Recipe,http://glutenfreegoddess.blogspot.com/2008/01/banana-cookies.html,https://www.edamam.com/web-img/e90/e9072f7223ddbda497ebc6d419e6eb1f.jpg
Ginger-Peanut Chicken-Salad Wraps recipes,http://www.myrecipes.com/recipe/ginger-peanut-chicken-salad-wraps-0,https://www.edamam.com/web-img/572/5729bdad54cceeeb1f240ba546503756
Peanut Butter Chocolate Chip Cookies,http://www.eatingwell.com/recipe/277433/peanut-butter-chocolate-chip-cookies/,https://www.edamam.com/web-img/f90/f905ca9e35042f6db28d721f57fdb23c
Black-Bottom Peanut Butter Freezer Pie,http://www.cookstr.com/recipes/black-bottom-peanut-butter-freezer-pie,https://www.edamam.com/web-img/ebf/ebf58aa134715a83d66afb8b6b7d3378.jpg
"Bittersweet Brownies with Salted Peanut Butter Frosting, recipes",http://glutenfreegirl.com/2015/02/dating-him-again/,https://www.edamam.com/web-img/d92/d929dc72b23cbeac58b407b9913d80a2
Quick Chocolate Peanut Butter Fudge,http://www.cookstr.com/recipes/quick-chocolate-peanut-butter-fudge,https://www.edamam.com/web-img/04c/04c0701485a29efa365d6f13b02f9ba8.jpg
