name,url,image
Vegetarian Chili,https://www.delish.com/cooking/recipe-ideas/recipes/a58719/easy-vegetarian-chili-recipe/,https://www.edamam.com/web-img/cd9/cd913a827957621b3ccd0f13700bb4af.jpg
Wild mushroom lasagne with a parmesan cream,https://www.bbcgoodfood.com/recipes/wild-mushroom-lasagne-parmesan-cream,https://www.edamam.com/web-img/eb4/eb4cc632065ab60984d1c810929b843c.jpg
Vegetarian Moussaka,http://www.myrecipes.com/recipe/vegetarian-moussaka,https://www.edamam.com/web-img/7cd/7cd2750e7e239d3cdddc970acf02414e.jpg
Vegetarian Lasagna,https://food52.com/recipes/27789-vegetarian-lasagna,https://www.edamam.com/web-img/e31/e31f033f6b93dd443b929986f6bfaff5.jpg
Vegetarian Jambalaya,https://www.foodnetwork.com/recipes/food-network-kitchen/vegetarian-jambalaya-3364731,https://www.edamam.com/web-img/512/512eada9c2971f4c16c579d7699f8d9c.jpeg
Vegetarian Dashi,https://food52.com/recipes/41670-vegetarian-dashi,https://www.edamam.com/web-img/ac8/ac89e2df79729d73e38804437237eff6.jpg
Cheesy corn on the cob,https://www.bbcgoodfood.com/recipes/cheesy-corn-cob,https://www.edamam.com/web-img/f25/f2512a013cf2e00ac1936b96b99c5d21.jpg
Vegetarian Paella,https://www.foodnetwork.com/recipes/robin-miller/vegetarian-paella-recipe-1947597,https://www.edamam.com/web-img/ac2/ac237a8d8fa6ff8bb010005088b04a73.jpeg
Two-Cheese Pasta Bake,http://www.bbcgoodfood.com/recipes/2887/,https://www.edamam.com/web-img/352/35267bdab228ad6b8a41eaf873eb4d74.jpg
Vegetarian Muffuletta,https://food52.com/recipes/40386-vegetarian-muffuletta,https://www.edamam.com/web-img/f92/f928fcb3c552dec3f522bd552e6a634a.jpeg
Vegetarian Minestrone,https://www.foodnetwork.com/recipes/valerie-bertinelli/vegetarian-minestrone-3853964,https://www.edamam.com/web-img/80b/80b66d739e28e5144e1830ee0e0cd47d.jpeg
Taleggio tart with walnut pastry,http://www.bbcgoodfood.com/recipes/taleggio-tart-walnut-pastry,https://www.edamam.com/web-img/93b/93b1e436162d6228ed17688c7bbe7e8f.jpg
Butternut macaroni cheese,http://www.bbcgoodfood.com/recipes/1742634/butternut-macaroni-cheese,https://www.edamam.com/web-img/ab2/ab27d4e22d96cd68894e9108e43e9f0f.jpg
Vegetarian Pizza,https://www.foodnetwork.com/recipes/paula-deen/vegetarian-pizza-recipe-2042633,https://www.edamam.com/web-img/d35/d35c1db9cfc770c68e89ed9afb73e556.jpeg
Best ever macaroni cheese recipe,https://www.bbcgoodfood.com/recipes/best-ever-macaroni-cheese-recipe,https://www.edamam.com/web-img/bb2/bb29ea96979614d5e96c6f0bafc0ae28.jpg
Vegetarian Enchiladas,https://www.foodnetwork.com/recipes/food-network-kitchen/vegetarian-enchiladas-3364279,https://www.edamam.com/web-img/cb5/cb56a65c03e11e8e5aa72ca433f67533.jpeg
Vegetarian enchiladas,https://www.bbcgoodfood.com/recipes/bean-enchiladas,https://www.edamam.com/web-img/66d/66d8ec44effaf673c189596bf22dcbbd.jpg
Feta & peach couscous,https://www.bbcgoodfood.com/recipes/feta-peach-couscous,https://www.edamam.com/web-img/fc7/fc7215014fbb72a2e839a4bdeb960b11.jpg
Pea & Potato Crush,http://www.bbcgoodfood.com/recipes/415616/,https://www.edamam.com/web-img/67b/67bfbcb68f984a8daae874f75478c36a.jpg
Vegetarian club,https://www.bbcgoodfood.com/recipes/vegetarian-club,https://www.edamam.com/web-img/95d/95d415fb7c9b708e34ef9985815046aa.jpg
Buttered Spinach With Feta,http://www.bbcgoodfood.com/recipes/415617/,https://www.edamam.com/web-img/e3f/e3f37c0d6e2427f492ee610e7f27d46b.jpg
Vegetarian fajitas,https://www.bbcgoodfood.com/recipes/veggie-fajitas,https://www.edamam.com/web-img/b54/b5405533a02af7036f675d14af7e0961.jpg
Vegetarian wraps,https://www.bbcgoodfood.com/recipes/vegetarian-wrap-four-ways,https://www.edamam.com/web-img/c33/c33b89087b4c42bda5d67a7ccf2fc65e.jpg
"Courgette, feta & mint salad",https://www.bbcgoodfood.com/recipes/courgette-feta-mint-salad,https://www.edamam.com/web-img/4eb/4eb290d1c88f4ea49350533e47f8bd62.jpg
Herby Broccoli,http://www.bbcgoodfood.com/recipes/412631/,https://www.edamam.com/web-img/161/161b7d308f531d895b8e63977d52d2bd.jpg
Spicy vegetable & quinoa one-pot,http://www.bbcgoodfood.com/recipes/2577/spicy-vegetable-and-quinoa-laksa,https://www.edamam.com/web-img/12b/12b89722de8bbae0541ce16b15d2dce4.jpg
Melting Tomato & Basil Omelette,http://www.bbcgoodfood.com/recipes/2909/,https://www.edamam.com/web-img/59f/59fb7d5ca518244e9317ee2e3236fa2d.jpg
Vegetarian casserole,http://www.bbcgoodfood.com/recipes/1993645/vegetarian-casserole,https://www.edamam.com/web-img/db7/db70460a8ce25fccee7b3127508ab866.jpg
Vegetarian Lasagna,https://www.foodnetwork.com/recipes/food-network-kitchen/vegetarian-lasagna-3364145,https://www.edamam.com/web-img/7c2/7c29130ad9bee8eb3c635a5e6c6a4ad5.jpeg
Vegetarian Chili,https://www.foodnetwork.com/recipes/robin-miller/vegetarian-chili-recipe-1917088,https://www.edamam.com/web-img/202/20219baa048b5a769dcc0af81c5b762b.jpeg
Vegetarian borscht,https://food52.com/recipes/61635-vegetarian-borscht,https://www.edamam.com/web-img/29d/29dd3ecdd148dd5f0fa79c3893d59341.jpg
Vegetarian Meatballs,https://www.foodnetwork.com/recipes/vegetarian-meatballs-3416214,https://www.edamam.com/web-img/3cd/3cde76d38a0d11545715011e02b7ae02.jpeg
Parmesan roasted pumpkin,http://honestcooking.com/parmesan-roasted-pumpkin/,https://www.edamam.com/web-img/ec4/ec4b00ce6914d8d465da6fb05e1886ed.jpg
Vegetarian Bolognese,http://www.myrecipes.com/recipe/vegetarian-bolognese,https://www.edamam.com/web-img/fcf/fcfef865381406ff9c077b4fbbe0b205.jpg
"Sautéed asparagus, toasted almonds & Manchego cheese",http://www.bbcgoodfood.com/recipes/472634/sauted-asparagus-toasted-almonds-and-manchego-chee,https://www.edamam.com/web-img/b61/b615b61881696bc76dead46e8a197d49.jpg
Gnocchi cacio e pepe,https://www.bbcgoodfood.com/recipes/gnocchi-cacio-e-pepe,https://www.edamam.com/web-img/7ec/7eca848f60c1c2f5983ceeea8b625bcc.jpg
Spinach & ricotta cannelloni,https://www.bbcgoodfood.com/recipes/spinach-ricotta-cannelloni,https://www.edamam.com/web-img/5ce/5cec1ec405aa5e92837a589259a0f0d4.jpg
